,uri,name,description,query,author,n_tracks,playlist_followers
3806,spotify:playlist:2IvnD1qMVK0qYcpjyXNdHu,Singer Songwriter Surf Music,Accoustic songs from singer songwriters around the globe. Many of them are keen surfers who know the feeling of riding a perfect wave. Others just love the ocean and bring that feeling in their music. Volume up for the best tunes for your surf trip!,Singer/Songwriter,meerdavon.com,435,1303
3807,spotify:playlist:3Is2oRjOmgfUuZVHUVNaWI,90's Singer Songwriters,,Singer/Songwriter,1229154747,76,1017
3808,spotify:playlist:3d600TYBB9ywHW9NKiVvmP,70s Female Singer/Songwriters,,Singer/Songwriter,123297932,29,1016
3809,spotify:playlist:37i9dQZF1DXbDjX0hus3Iu,Southern Rock,The early pioneers and current favorites in Southern Rock. Cover: Lynyrd Skynyrd ,Southern Rock,spotify,100,469893
3810,spotify:playlist:1QKiEzhqqKwjsFQWuLPhmw,Classic Southern Rock,,Southern Rock,daygeaux,145,31675
3811,spotify:playlist:63Ba9NwCzM85loSzKtevN6,Southern rock,,Southern Rock,12130057777,123,24464
3812,spotify:playlist:5gLD9XgenIbHWkIWeBGXwk,Southern Rock & Country Rock,The Best Playlist With Southern Heart !!!,Southern Rock,fraterkilpatrick,1891,7191
3813,spotify:playlist:7BevVhZhAQs4lk3sqyR7aH,Hard Blues & Southern Rock,A mix of dirty and smooth blues americana.,Southern Rock,drewtify,107,3099
3814,spotify:playlist:6S8oaMOxA95MaKRb0fcLkL,70s Southern Rock,,Southern Rock,1269929787,110,2722
3815,spotify:playlist:4JyF5SPLlHnE21Dr2wM6ik,Southern Rock/Rock Sureño,,Southern Rock,1195928038,100,2611
3817,spotify:playlist:1JEnLyj9epkZJbWNuw0DIQ,"Southern Rock & Country Rock Songs | Best American , Southern & Country Music","Best Classic Southern Rock 70's 80's 90's, Country Rock &amp; Folk Rock Songs.",Southern Rock,listanauta,60,1882
3818,spotify:playlist:54Cds8a8ps2Ae7obTa8Vgp,SOUTHERN ROCK DARK COUNTRY,"HO, YOU, BAD ASS COWBOY.... Blues Saraceno, Dominic Marsh, Far South, Johnny Cash, Robin Loxley, Shawn James, The Jompson Brothers, The picturebooks, The Wild! , Drother dege, Whiskey Myers, And more!",Southern Rock,22q42nf6qiakag7mcuk5r6cia,284,1668
3819,spotify:playlist:5SQRSoRF9WzDfL4lCdMatP,Best of Southern rock ,,Southern Rock,kam.s.brede00,46,901
3820,spotify:playlist:0sYEtFE0DrYQsYvyGbeMPy,Rebel country and southern rock,,Southern Rock,jamesm2000-us,770,876
3821,spotify:playlist:6ZoC8xFn4JR8xB0RaKJ7tn,Southern Rock Playlist,,Southern Rock,johndeeryband,94,785
3822,spotify:playlist:2DfLawwAC76KoIPuaoFNBK,Southern rock greatest hits,,Southern Rock,w0cbkvk0e5mfbdt7wupy16qcq,82,677
3823,spotify:playlist:5uqcx6pA9JJevOO0Fgutxb,Top Shelf Southern Rock,"A celebratory heavy pour of Southern Rock in honor of Robert Jon &amp; The Wreck's new song, ONE OF A KIND.  The Dave Cobb-produced track joins cuts from The Allman Bothers, Lynyrd Skynyrd, Molly Hatchet, Gov't Mule, Blackberry Smoke, &amp; Larkin Poe. Features a splash of blues rock, country rock, &amp; more.",Southern Rock,robertjonandthewreck,101,478
3825,spotify:playlist:3p0rWhZOYqq0dI15eYf1Ug,Hard Southern Rock,,Southern Rock,pyjdg1lo8tucmvniond9okx35,27,417
3826,spotify:playlist:7cpVvITfzxJmw84sbn9bHU,Southern Rock Classics,"Some classic southern rock, typically from the 70&#x27;s and early 80&#x27;s.",Southern Rock,tbhughes34,24,410
3827,spotify:playlist:6gKuzkvSdcAL1pCoEdpYyp,Southern Rock Classics,"Best songs of Southern Rock, Blues Rock and Country Rock  from 60&#x27;s, 70&#x27;s and 80&#x27;s",Southern Rock,t5ofubzwgf5uowoo9i7l5929e,524,307
3828,spotify:playlist:1KdFQWxzl0xivNPNjY4Es4,Southern Rock Workout,,Southern Rock,zc1xklbybbobnv4mhryu2prl5,33,263
3829,spotify:playlist:37i9dQZF1DWYzpSJHStHHx,Surf Rock Sunshine,"Songs to surf to. Co-curated by the cast of OBX (Chase Stokes, Rudy Pankow, Madelyn Cline and Carlacia Grant)",Surf,spotify,40,486569
3830,spotify:playlist:37i9dQZF1DWZTjb5Ra7K9k,Free Surf,Hora de aumentar o som e cair na água!,Surf,spotify,75,187547
3831,spotify:playlist:37i9dQZF1DZ06evO2Jmu6u,This Is Surfaces,"This is Surfaces. The essential tracks, all in one playlist.",Surf,spotify,46,101493
3833,spotify:playlist:0O3NMz7IEQJCLtO6tXLaq1,Surf Rock Classics,ALL THE HITS! Surf rock music and rockin&#x27; instrumentals from the 50s and 60s.,Surf,awaterslideaway,68,47555
3835,spotify:playlist:0Yud83nAJhnPpuABp66vr3,Surf Music 2023 🏄 Beach Vibes,best surf playlist - chill surfing playlist - surf chill music - summer relax music - chill surf songs - best surfing music - summer chill playlist - best surf music - beach vibes,Surf,21ifzjxggdajdpc4w6iqxslkq,140,26276
3836,spotify:playlist:0ea8BtJBTgllhyuEX9RQ8f,surf music & surfer vibes,"still waiting for the next wave in summer 2023. MORE surf music for you guys ☀️ <a href=""https://open.spotify.com/playlist/2hBdnGX861WbhVlBiSJa23?si=9caaf7f6bf274056"">listen here </a>",Surf,icgcn2scdyxw554pvmf46dxt8,137,24757
3837,spotify:playlist:3sjKLU5aLYqDIv7NqzHvia,Surf | Punk | Garage | Rock,,Surf,johnnyg1989,1074,18979
3838,spotify:playlist:5hV5AU3Xzkde1qrDvtEIEG,"Surf, Chill, Acoustic, Reggae, Relax & Good Vibes. Camping, Beach, Brunch, Breakfast, Sunset, Nature","Mood: having a coffee and brunch post morning surf with friends, hanging with some beach pups 🐕 - join our dog community at https:&#x2F;&#x2F;okdog.app",Surf,andrewgulik,86,17816
3839,spotify:playlist:37i9dQZF1DX6aqIZNmXBGU,Sun & Surf,"Get pumped, feel the vibe and get ready for the swell coming in.",Surf,spotify,60,17291
3840,spotify:playlist:37i9dQZF1DZ06evO0GF6aA,This Is Surf Curse,"This is Surf Curse. The essential tracks, all in one playlist.",Surf,spotify,37,17287
3841,spotify:playlist:5Mt0D770s1v0G64AgDBK6B,Surf Rock & Chill,,Surf,fisherman1285,158,9632
3842,spotify:playlist:644Thf0Xcawv1e0dsBFvF8,Surf's Up Soundtrack,,Surf,jotafrancisco10,15,8472
3843,spotify:playlist:1XxFKPvBmooXfYSU8zI52T,Surfing blood soaked waves,"Dark trap mix of $b, bones, ghoste, and more  ",Surf,villenabert,164,6205
3844,spotify:playlist:37i9dQZF1DZ06evO0xMk6k,This Is Nada Surf,"This is Nada Surf. The essential tracks, all in one playlist.",Surf,spotify,50,5938
3845,spotify:playlist:34f5ttxkl0n2yUhwhfti7D,Surface Pressure,,Surf,0udkm29f5r1c23ydjtg23mca7,13,2944
3846,spotify:playlist:6gDMRRJhthuZB8hflntWbF,surfer girl typa thing ,summer &amp; beachy vibes ,Surf,macmalott,108,2913
3847,spotify:playlist:6exJBlqEKqdS5cmWHCSdow,Surfer girl summer🧿🌞,"Blonde hair, sunburn, bikinis, salt water",Surf,ftpwheelie,69,1875
3848,spotify:playlist:0SiQs1w0Lb04lOeUKsVSEN,Surf Guitar Instrumentals,Surf Guitar Instrumentals soaked in reverb and collected one by one. A meticulously collected playlist of surf style guitar songs from the late Fifties to the present. No Vocals. No campy novelty songs.  Cover art by Shawn Dickinson,Surf,1273795663,84,1795
3849,spotify:playlist:2kbyLHZYe2vxWpYEOCKaj4,Tex mex,,Tex-Mex,azvwl616bfr5tlwndcmof2yh1,114,2179
3850,spotify:playlist:0Ks2nSzlAvzrsHjhtppTyR,Tex Mex Border Music,"Tex Mex, Tejano, Conjunto, etc., including Texas Tornados, Los Texmaniacs, Flaco Jimenez, Doug Sahm, Los Lobos, Freddy Fender, Los Super Seven, The Mavericks, etc.",Tex-Mex,xpo0s532ia0fv5ugxwykmcwyq,181,1200
3851,spotify:playlist:5YmFMBkZzj3FglrRTBcU6W,TEX MEX 90 's,,Tex-Mex,22z2xapb7qa6avsw7xo7fa55i,22,791
3852,spotify:playlist:6a5SEIr6ZXaPyKhgjMV1yQ,TEX - MEX Solo Exitos  Duelo Pesado Intocable La  Leyenda Costumbre Bobby Pulido La Mafia Palominos La Firma ,LO MEJOR DE INTOCABLE DUELO PESADO LA LEYENDA PODER DEL NORTE PALOMO ETC...,Tex-Mex,22kmeqw4hpt4oijenbjwqjgha,139,347
3853,spotify:playlist:1cHj6J6r8lEufOg2H1RCQ0,Tex Mex Restaurant,"Tex, Mex, Tex-Mex... and other stuff",Tex-Mex,12184386854,471,227
3854,spotify:playlist:0mkyi4IWU3zYhvSOwMXkqP,CUMBIAS TEX MEX,,Tex-Mex,5ydi857v4l4xjvffdir6jvscu,14,158
3855,spotify:playlist:5ALHKKLClMFk9FQtE7xrwX,Tex Mex Dinner Party,,Tex-Mex,ibveitch,107,81
3856,spotify:playlist:0liaMRmDkEu2EMbjcmIFKt,Tex mex + jaren 60,,Tex-Mex,1150404936,332,68
3857,spotify:playlist:1qWyc8Wm5lN5vHqeMfPBqd,Tex Mex Country 2023,"Country Latino. Tex-Mex influences. Mexican-American country 2022. Latin country soul. Mariachi, cowboys and bandido compadres. Mexican ranchera. Tejano accordion.",Tex-Mex,osicktk,246,60
3858,spotify:playlist:5eLv7QMO5OuqjuNyTqxoqN,Música tex mex viejitas,,Tex-Mex,ubr4o4uvoxxp5pqu536eukb0o,28,48
3859,spotify:playlist:3vvdyTDyjTKO5A4JuJZUxF,Lo mejor de Selena Quintanilla ' La reina del Tex-Mex',"&quot;Amor prohibido murmuran por las calles porque somos de distintas sociedades, amor prohibido nos dice todo el mundo. El dinero no importa en ti ni en mí ni en el ❤...&quot;",Tex-Mex,1281340316,22,44
3860,spotify:playlist:3KAPYKR4ZrurQTOuvhdXHS,The Best of Tex-Mex,,Tex-Mex,12180705560,134,39
3861,spotify:playlist:7yWzFD5j7JtBokcKANdO5u,Chihuahua Tex Mex Cantina,,Tex-Mex,balancepr,583,39
3862,spotify:playlist:0HJ5FItnRerR3eZ9pu236t,PERIOS TEX-MEX,,Tex-Mex,ibz2oncp9wg51qjrait2b9gx6,164,14
3863,spotify:playlist:2IlWTFK2EGtrZtZ9rqNL0g,Cabañero Tex-Mex,,Tex-Mex,leobsilva,299,13
3864,spotify:playlist:27t1j0XTbGgkEemmmZgo0k,HIram's Tex Mex,,Tex-Mex,higroco,638,12
3865,spotify:playlist:2wSCXOwztNdUqA09jzsO66,Tex mex,,Tex-Mex,28ahuaad830emzkd73xl3oyrg,179,9
3866,spotify:playlist:5uBW8XcHyoO0EpbXpS0hpb,Talutti tex-mex,,Tex-Mex,21ksbcf55kbzubrmcosuyviry,322,7
3867,spotify:playlist:2aCruwR5jSGYksAfdr98nB,Cumbias tex mex y norteńas,,Tex-Mex,31bpsyuozabkqqirqof7wk7xlbqy,129,6
3868,spotify:playlist:029iZJNHyD0VchBioonNmi,Tex/Mex,,Tex-Mex,eevilla,919,4
3889,spotify:playlist:0JqaKY09rGN6l1lpTE6eUI,Alternative Folk Indie ,,Alternative Folk,marvintolete,140,1948
3890,spotify:playlist:4jtwydQ3u0GKoHq7AiAZNM,Alternative Folk & Soul,"A playlist built on the foundation of a road trip through the Western United States; 6,000 miles, ten states, camping, cabins, beer, fires.",Alternative Folk,1230240674,499,929
3891,spotify:playlist:2n3PqgbMNjI3LtihxmuY9c,90s alternative folk rock,,Alternative Folk,brachmannia,293,320
3892,spotify:playlist:37i9dQZF1EIg2HfqNH26Fc,Alternative Folk Mix,Alternative Folk music picked just for you,Alternative Folk,spotify,50,0
3893,spotify:playlist:37i9dQZF1EIelxUpyjsXNg,Alternative Folk Country Mix,Alternative Folk Country music picked just for you,Alternative Folk,spotify,50,0
3894,spotify:playlist:37i9dQZF1DX1nqy6pUAoUv,Contemporary Folk,New music and recent favorites from rising and iconic songsmiths and storytellers. Cover: Jake Blount,Contemporary Folk,spotify,100,177302
3895,spotify:playlist:2lguvbohBv3K8JsyKrUK4L,Contemporary folk,,Contemporary Folk,hydraman1,1229,53
3897,spotify:playlist:7cTqiyrFv97yB0H8JY3maA,contemporary folk,,Contemporary Folk,alvarovilla_00,118,2
3898,spotify:playlist:6ZkygjP7GdMSKmsC2TJAz9,Contemporary Folk / Americana,,Contemporary Folk,stanfordmilesjordan,281,2
3899,spotify:playlist:3ATMp48Ak0P4w5SHVpgd2P,Contemporary Folk 2,,Contemporary Folk,1246007058,111,2
3900,spotify:playlist:7ypV0aGgsHRVvlgsZKOqv4,Contemporary Folk,,Contemporary Folk,ozhqs8aipw5rna2vgyiklpfn8,87,0
3901,spotify:playlist:1ADQ0VjkHcIiLCRTSkKzYZ,contemporary folk 3,,Contemporary Folk,2jwdnb6ypwf1as3xjy144m1ml,93,0
3902,spotify:playlist:4Qm4ThPJNSIxfS3knNcxS9,Contemporary Folk Feels,,Contemporary Folk,aswanson92,39,0
3903,spotify:playlist:38B6fxcWP3JUqbZM9B9aHZ,Contemporary Singer Songwriter,,Contemporary Singer/Songwriter,dougsalaway,126,19
3904,spotify:playlist:3yrK03bz2hoxBMwIFAhIDZ,Contemporary Singer Songwriters - Mags,,Contemporary Singer/Songwriter,1214178806,181,4
3905,spotify:playlist:4TrzpcHhmdsNDtEeiAiVFb,Contemporary singer songwriters,,Contemporary Singer/Songwriter,1231802159,78,1
3906,spotify:playlist:4R2kNgt3ecfBKvsMNMzlRe,Contemporary Singer-Songwriter,,Contemporary Singer/Songwriter,12124188868,37,0
3907,spotify:playlist:3KWY30WUVSrF2NFUxy3YDG,Contemporary Singer/Songwriters,,Contemporary Singer/Songwriter,tr8x53618xqt8ji9lu048ty3m,202,0
3908,spotify:playlist:37i9dQZF1DXat5j4Lk8UEj,Folk Rock Favorites,A mix of electric roots rock and folk-infused alternative. Cover: Nathaniel Rateliff & the Night Sweats,Folk-Rock,spotify,100,488115
3909,spotify:playlist:2xqLn5C8UBdG63mmy4i8QQ,Irish-Folk/Rock,This list will get you in the right mood for St. Patrick&#x27;s Day - all year long!,Folk-Rock,1127605864,100,72882
3910,spotify:playlist:3i85OZp17tSPHmvk1W8RSi,Good Morning! Wake Up Happy • Classics • Soul • Indie • Folk • Rock • Feel Good • Coffee • Sunshine,Start your day with some musical sunshine! • Good Morning • Buenos Días • Bon Matin • Guten Morgen • Buongiorno • Bom Dia • शुभ प्रभात • Goedemorgen • Dzień Dobry • доброе утро • Magandang umaga • Günaydın • God Morgon,Folk-Rock,o16a7ny37b9026pxfoqc4rhe1,205,58874
3911,spotify:playlist:1HvmDfhGmyEbJKSntaOYg1,Celtic Folk Rock,,Folk-Rock,1121747204,413,21321
3912,spotify:playlist:54yp3skLKD8ChD50lxVv4N,Folk Rock,"Folk rock is a hybrid genre of folk and rock music, originating in the early 60s by musicians who played in folk ensembles and attempted to blend the popular rock sound with their pre-existing folk repertoire. Related genres: Folk | Americana | Country | Blues Rock | Blues",Folk-Rock,21ccavqrh37bmu2mode4wyzdi,94,18663
3914,spotify:playlist:6ai22hqcEO0UhPhRMkKFDB,1960's-70's Classic Folk Rock,All the best in classic folk and soft rock of the 60&#x27;s and 70&#x27;s,Folk-Rock,12131016361,154,6919
3915,spotify:playlist:5r3eUcD0bQfsrUXRxIszf7,Folk Rock Classics,"Los mejores temas de la música folclórica norteamericana moderna elaborada con instrumentos eléctricos  |   Bob Dylan, Joan Baez, Van Morrison, Neil Young, Donovan, Tom Waits, Tom Petty y más  |  @rockosomusic",Folk-Rock,calpher62,129,4420
3916,spotify:playlist:4CQLStOuCLGoVgfHJQfn7a,Mittelalter-Rock - Folk-Rock,"Mittelalter-Rock - Folk-Rock, Bandliste: dArtagnan, Die Irrlichter, Duivelspack, Faey, Faun, Feuerschwanz, Fiddler`s Green, In Extremo, Krayenzeit, Letzte Instanz, Mr. Hurley &amp; Die Pulveraffen, Nachtgeschrei, Saltatio Mortis, Schandmaul, Subway To Sally, Tanzwut, Versengold, Vogelfrey, u.v.m",Folk-Rock,216bqzfvfazo4q7nlo2fgyizy,290,3192
3917,spotify:playlist:1GKogOpVxJSzxXu2Cc3M8V,"Folk, rock and country music",,Folk-Rock,12144826666,116,1629
3918,spotify:playlist:4Ns9U41hj3qDU1e7uU4Sej,"Folk, Rock & Country Collection",,Folk-Rock,u6zlgd7rymd7hujyl8l6zdupf,298,1442
3919,spotify:playlist:05WIZNcSWhZBuL5FT9hX4k,Folk rock/ALT 🎸,"An assortment of 00’s 10’s and contemporary folk music blended with alternative rock, hope everyone enjoys the vibes :))",Folk-Rock,milfbrennen,168,1118
3920,spotify:playlist:0U5JlVYafbQ35qjWhQKUfp,Modern Folk Rock,,Folk-Rock,faddiemaunce,54,932
3921,spotify:playlist:3KE8xxhhrHdrGi3l2Rg83q,Folk Rock Instrumentals,Do these all actually fall under the folk rock genre? No. But Classic Soft Country Folk Rock Instrumentals is just too long a title.,Folk-Rock,ghft457ahosmen2shio8any09,212,441
3922,spotify:playlist:18uXgm9SmoefGMS8duJ2cF,Folk Rock español,Lo mejor del Folk en español.,Folk-Rock,fancyhera,231,398
3924,spotify:playlist:3y39ppI0087wvSclD6jJ3F,FOLK ROCK/SLOW ROCK & COUNTRY MUSIC,,Folk-Rock,12158714303,223,325
3926,spotify:playlist:74rrc0ynZdZueq6gFBINxf,Folk Rock & Country Songs Original,,Folk-Rock,jbpablo5254,50,306
3927,spotify:playlist:462PL4gZmLDpblaVo4dhDh,Folk Rock Italiano ,Il meglio della musica folk rock italiana. info@mynina.live,Folk-Rock,08mctgjhpp1i4waipx7ai7sez,68,301
3928,spotify:playlist:37i9dQZF1DX0yYWF97WJF8,New Acoustic Camp 2022,"2022年9月17-19日に水上高原にて開催される、<a href=""https://newacousticcamp.com/"">New Acoustic Camp 2022</a>の出演者を大特集。キャンプやバーベキューのお供に。",New Acoustic,spotify,33,4657
3929,spotify:playlist:2RluLQejtuVZj1L5P1OGax,New Acoustic Covers (2020 - 2023),"The latest and greatest acoustic covers of songs released over the last few years.  Featuring stunning new acoustic cover versions of recent chart hits from the years 2020, 2021, 2022 and 2023.",New Acoustic,oiuwvgguae0e0yjbwni6r111n,50,1103
3930,spotify:playlist:73T4d44jfTqFu8GlyvgDUB,U2- New album with new Acoustic Versions 2023 + Originals (40+40). Songs of surrender ,"El nuevo disco de U2 con nuevas versiones de 40 de sus canciones elegidas por cada componente : The Edge (1-20), Larry Mullen Jr (21-40), Adam Clayton (41-60), Bono (61-80). Aquí lo tienes alternandolo con las versiones originales. ¿Con cuales te quedas? Yo lo tengo claro por eso las he incluido.",New Acoustic,xavi_llobet,80,25
3931,spotify:playlist:10oNxBD8XbgwQSPnU4qWST,New Acoustic,,New Acoustic,willheaselgrave-7,55,8
3932,spotify:playlist:3AfMvO7Ha5m06dJl51eeEy,CHINESE TRADITIONAL FOLK MUSIC 🎋,,Traditional Folk,mariagabriellamose,61,41503
3933,spotify:playlist:2sfXSbEQ6DuGMsxBZLSdEF,"Gaelic Folk - Irish, Scottish and Manx Traditional Folk Music",,Traditional Folk,warex,1013,6228
3934,spotify:playlist:4bbVBHuZ6CKXTYIB72fKfP,Traditional Folk Songs,"English, Irish, Scottish, Welsh, American, Christian&#x2F;Gospel, and Fantasy Folk Songs",Traditional Folk,mylifeashope,97,5541
3935,spotify:playlist:1PTYdOgSHIrilCwR8NhO2b,Traditional Folk - folkspotifymusic@gmail.com - 800+ (55 hours) British American Canadian Swedish,A collection of beautiful tracks consisting of mainly British traditional folk music. Regularly added to. Please share this playlist if you like :-),Traditional Folk,wirral29,842,1453
3936,spotify:playlist:2go6w6MNBo22zAW4V5ZZp7,Dutch traditional folk,Ancient Dutch folk songs and a few modern traditional. The Dutch don&#x27;t seem to have a serious folk tradition; the only traditionals everyone knows are children&#x27;s songs. I&#x27;m trying to put together here what I can find.,Traditional Folk,flexydarood,81,464
3937,spotify:playlist:2eUPkFyTitws7IumAi9PE7,Swedish Traditional Folk Music,,Traditional Folk,mkilele,37,422
3938,spotify:playlist:1x4ap9DsNwFXHsRrMIXaV9,"Sea Shanties, Sea Songs & Traditional Folk",These are all the songs (with instrumental accompaniment) that I used in my YouTube compilations of sea shanties and traditional folk music.,Traditional Folk,60bodod4uiehj4rtn1og3keo1,242,351
3939,spotify:playlist:33qJxlH5FFKpNyYTjPITHv,Bulgarian Traditional Folk Music,,Traditional Folk,chappz,13,130
3940,spotify:playlist:2rVv21MB3rwpHOOwBhCuRn,rajasthani traditional folk songs | best of veena music |  seema mishra,enjoy the rich cultural melody of rajasthan,Traditional Folk,31pilnxmu7g2edwh4yyrxii4rfky,94,112
3941,spotify:playlist:3wwgI21ZcyvNRcg7jCeTtk,Swedish Traditional Folk Music 🎻🌲 🇸🇪,"The core of Swedish folkmusic is natural mysticism, magic &amp; the many supernatural beings of folklore, it&#x27;s music with supernatural origins. Despite 1000 years of systemetical destruction Swedish culture is rich and very much alive.",Traditional Folk,soulflower63,177,35
3942,spotify:playlist:37i9dQZF1EIcHTY1pZGRnx,Traditional Folk Mix,Traditional Folk music picked just for you,Traditional Folk,spotify,50,0
3943,spotify:playlist:37i9dQZF1EIdXsKvr6f2Dk,Chinese Traditional Folk Mix,Chinese Traditional Folk music picked just for you,Traditional Folk,spotify,50,0
3944,spotify:playlist:37i9dQZF1DX1tz6EDao8it,Iconic Soundtracks,"Timeless, unforgettable melodies from the movies.",Soundtrack,spotify,81,522325
3945,spotify:playlist:37i9dQZF1DXdEH86O6asrX,Soundtracks Épicos,¡Disfruta de las mejores bandas sonoras del siglo XXI!,Soundtrack,spotify,50,522124
3946,spotify:playlist:37i9dQZF1DWU8kzutEZgNK,Soundtrack of the Philippines,Pinoy cinema and TV&#x27;s most beloved and timeless songs.,Soundtrack,spotify,83,446266
3947,spotify:playlist:0hZNf3tcMT4x03FyjKYJ3M,Soundtrack for Study,Instrumental music from hit movies and television shows. The perfect companion for reading or studying.,Soundtrack,filtr.ca,138,333908
3948,spotify:playlist:37i9dQZF1DWW7gj0FcGEx6,Soundtracked,"The latest, greatest soundtracks from the big and small screen.",Soundtrack,spotify,154,192027
3949,spotify:playlist:37i9dQZF1DWXahxq4Q8el6,Feel Good Soundtracks,Uplifting scores and soundtracks to make your heart happy.,Soundtrack,spotify,56,154173
3950,spotify:playlist:37i9dQZF1DXar0WmW5YgAc,Soundtrack Love Songs,Love songs from your favorite films,Soundtrack,spotify,97,139116
3951,spotify:playlist:7DuRJ3TTWD7u1GKTSdRRwP,Soundtrack - Pride and Prejudice,,Soundtrack,nadine.hofmann-richter,18,39006
3952,spotify:playlist:3vDe8D64ytZRKXt0AsJT0B,The Best Soundtracks of all time,,Soundtrack,sh6q1q3dz2f9ecfcab3cxz41q,559,37730
